#	delta x [m]	delta y [m]	delta orientation [rad]

0.0007291	0.0013974	-0.001
0.0007512	0.0013551	-0.0012
0.0007636	0.0013573	-0.0012
0.000727	0.0013915	-0.001
0.0006652	0.0014212	-0.0004
0.0006643	0.0014193	-0.0002
0.0006837	0.0013969	0
0.0007248	0.0013492	-0.0001
0.0006784	0.0013469	0.0003
0.0003437	0.00067285	0.00025
0.0003437	0.00067285	0.00025
0.0006859	0.0013611	0.0005
0.0006707	0.0013761	0.0006
0.0006914	0.0013831	0.0004
0.0006843	0.0013682	0.0001
0.0006043	0.0013417	0.0002
0.0005315	0.0013504	0.0005
0.0005099	0.0013874	0.0006
0.0005577	0.0013953	0.0002
0.0005897	0.0014095	0.0001
0.000638	0.0014121	-0.0002
0.0006212	0.0014254	0.0002
0.0006452	0.0014032	0.0003
0.00032955	0.0006908	0.00025
0.00032955	0.0006908	0.00025
0.0006408	0.0013632	0.0006
0.0006401	0.0013574	0.0004
0.0006605	0.0013726	0.0002
0.0007032	0.0013646	-0.0001
0.0006971	0.0013449	-0.0002
0.0006326	0.0013283	0
0.0005934	0.0013064	-0.0002
0.0005876	0.0012989	-0.0002
0.0006209	0.0013245	-0.0004
0.0006218	0.0013841	-0.0003
0.0006204	0.0014492	0
0.00031955	0.00073885	0
0.00031955	0.00073885	0
0.0006554	0.0014873	0.0003
0.0007087	0.0014709	0
0.0007553	0.0014444	-0.0001
0.0007824	0.0014166	-0.0004
0.0007859	0.0014015	-0.0005
0.0007818	0.00139	-0.0004
0.0007654	0.0013652	-0.0002
0.0007304	0.0013011	-0.0001
0.0006944	0.0012386	-0.0003
0.0005868	0.0012289	0.0003
0.00024875	0.00063155	0.0003
0.00024875	0.00063155	0.0003
0.0004989	0.0013047	0.0005
0.0005076	0.0013547	0.0005
0.0005665	0.0014013	0
0.0006246	0.0014487	-0.0002
0.000661	0.001465	-0.0004
0.0006647	0.0014724	-0.0002
0.0006777	0.0014857	0
0.0006753	0.0014914	0.0002
0.0007012	0.001474	0.0001
0.0007274	0.0014599	0
0.0007452	0.0014335	0
0.0003403	0.00069915	0.0002
0.0003403	0.00069915	0.0002
0.0006101	0.0013462	0.0006
0.0005966	0.0012815	0.0005
0.0005819	0.001248	0.0003
0.0005622	0.0012602	0.0003
0.0006016	0.0013071	0.0001
0.0006446	0.0013409	-0.0002
0.0006485	0.0013437	-0.0002
0.0006384	0.0013461	0
0.0005981	0.0013644	0.0002
0.0005873	0.0013789	0.0001
0.000609	0.0014102	0
0.00032845	0.00072015	0
0.00032845	0.00072015	0
0.000694	0.0014462	-0.0001
0.0006809	0.0014556	0.0001
0.0007004	0.0014293	0.0001
0.0006806	0.0013946	0.0001
0.0006564	0.0013729	0.0003
0.000683	0.0013562	0
0.0006804	0.0013579	0
0.0006414	0.0013875	0.0001
0.0005704	0.0014156	0.0004
0.0005464	0.0014027	0.0004
0.0005223	0.0013677	0.0005
0.0004965	0.0013313	0.0004
0.00026495	0.00065195	0.0001
0.00026495	0.00065195	0.0001
0.000604	0.0012793	-0.0002
0.0006643	0.0012656	-0.0005
0.0007307	0.0012853	-0.0007
0.0008103	0.0013092	-0.0009
0.0009085	0.0013128	-0.0013
0.0008475	0.0013522	-0.0008
0.000761	0.0013863	-0.0004
0.0006791	0.0014416	0.0001
0.0006114	0.0015076	0.0008
0.0005877	0.0015785	0.0009
0.0005609	0.0016558	0.0009
0.0002719	0.00083685	0.0004
0.0002719	0.00083685	0.0004
0.0005559	0.0016195	0.0003
0.0006145	0.0015509	-0.0001
0.0006936	0.0014612	-0.0007
0.0007679	0.0013502	-0.0013
0.0008386	0.0012363	-0.002
0.000796	0.0012128	-0.0017
0.0007756	0.0012191	-0.0014
0.0007302	0.0012506	-0.0008
0.0006402	0.0012914	-0.0001
0.0005606	0.0013027	0.0006
0.0002418	0.00065255	0.00045
0.0002418	0.00065255	0.00045
0.0004351	0.0013107	0.0013
0.0003963	0.0013227	0.0015
0.0004008	0.0013238	0.0014
0.0004574	0.001338	0.0013
0.0005241	0.0013508	0.0008
0.0005833	0.0013369	0.0004
0.0006536	0.0013112	0
0.0007237	0.001286	-0.0006
0.0007271	0.0012933	-0.0005
0.0007682	0.0013112	-0.0004
0.0007746	0.0013325	-0.0004
0.0003548	0.0006767	-0.00005
0.0003548	0.0006767	-0.00005
0.0006658	0.0013819	0
0.0006492	0.0014269	0.0001
0.0006345	0.0014605	0.0003
0.0006356	0.0014837	0.0002
0.0006407	0.0014926	0.0003
0.0006475	0.0014591	0
0.0006844	0.0014184	-0.0003
0.0007254	0.0013668	-0.0006
0.0007202	0.001323	-0.0008
0.0006214	0.0013287	-0.0004
0.0005572	0.0013187	-0.0003
0.00026125	0.0006542	-0.00015
0.00026125	0.0006542	-0.00015
0.000522	0.0012975	-0.0005
0.0004999	0.0012892	-0.0004
0.0004802	0.0012811	-0.0004
0.0004854	0.0012604	-0.0004
0.0005181	0.0012481	-0.0005
0.0005779	0.0012707	-0.0007
0.0006598	0.0013155	-0.001
0.0007539	0.0013532	-0.0009
0.0008419	0.0013873	-0.0009
0.0008955	0.0014218	-0.0006
0.0008691	0.0014592	0.0001
0.00042755	0.0007307	0.0002
0.00042755	0.0007307	0.0002
0.0007943	0.0014578	0.001
0.0007276	0.0014821	0.0014
0.0006727	0.0015293	0.0018
0.0006589	0.0015672	0.0018
0.0006484	0.0015691	0.0018
0.0006147	0.0015141	0.0014
0.0006034	0.0014435	0.0011
0.0005917	0.001379	0.0007
0.0005717	0.0013136	0.0001
0.0006477	0.0012889	-0.0003
0.000749	0.001289	-0.0006
0.0007539	0.001301	-0.0005
0.00037105	0.0006466	-0.0001
0.00037105	0.0006466	-0.0001
0.0007416	0.0012828	-0.0001
0.0007431	0.0012903	0.0002
0.0007207	0.001328	0.0002
0.000674	0.0013885	0.0004
0.000631	0.0014411	0.0005
0.000609	0.0014755	0.0005
0.0005886	0.0014893	0.0004
0.0005994	0.0014898	0.0002
0.000619	0.0014801	-0.0002
0.0006345	0.0014388	-0.0004
0.000668	0.0013969	-0.0008
0.0003499	0.000682	-0.0005
0.0003499	0.000682	-0.0005
0.0007079	0.001334	-0.0009
0.0007137	0.0013129	-0.001
0.0007275	0.0013116	-0.0009
0.0007222	0.0013251	-0.0008
0.000711	0.0013235	-0.0004
0.0006909	0.001321	-0.0002
0.000667	0.0013214	0.0001
0.0006613	0.0013244	0.0002
0.0006804	0.0013235	0.0003
0.0007003	0.001319	0.0003
0.000336	0.00067005	0.0002
0.000336	0.00067005	0.0002
0.0006376	0.0013545	0.0004
0.0005694	0.00137	0.0008
0.0005704	0.0013727	0.0006
0.000573	0.0013866	0.0005
0.0005882	0.0013961	0.0003
0.0006075	0.0013854	0.0001
0.0006174	0.0013663	0
0.0006297	0.0013576	-0.0002
0.0006679	0.0013547	-0.0004
0.0007073	0.0013632	-0.0005
0.0006956	0.0013783	-0.0004
0.0003349	0.0006959	-0.00005
0.0003349	0.0006959	-0.00005
0.0006643	0.0014053	0.0001
0.0006627	0.0013922	0.0003
0.0006256	0.0013661	0.0005
0.0005838	0.0013527	0.0007
0.0005613	0.0013466	0.0007
0.0005921	0.0013376	0.0006
0.0006499	0.0013314	0.0003
0.0006987	0.001325	-0.0001
0.0007116	0.0013046	-0.0003
0.0006897	0.0012774	-0.0005
0.0006717	0.0012634	-0.0004
0.0003442	0.00064195	-0.00025
0.0003442	0.00064195	-0.00025
0.000709	0.0013428	-0.0005
0.0006967	0.0014078	-0.0004
0.0006626	0.0014783	-0.0002
0.0006394	0.0015491	0
0.0006447	0.0016156	0.0003
0.0006459	0.0016361	0.0004
0.0006064	0.0016095	0.0006
0.00057	0.001563	0.0007
0.0005723	0.0015093	0.0005
0.0005923	0.0014554	0.0003
0.0006214	0.0014079	0.0003
0.0006255	0.0013592	0.0002
0.00030685	0.0006499	-0.00005
0.00030685	0.0006499	-0.00005
0.0006338	0.0012531	-0.0004
0.0006677	0.0012181	-0.0005
0.0006853	0.0011798	-0.0008
0.0007028	0.0011539	-0.0007
0.0007205	0.0011439	-0.0008
0.0007241	0.0011599	-0.0008
0.000706	0.0011768	-0.0005
0.0006616	0.0011986	-0.0001
0.0006145	0.0012536	0.0005
0.0005966	0.0013453	0.0009
0.0005833	0.0014572	0.0013
0.000287	0.00078045	0.0008
0.000287	0.00078045	0.0008
0.0005702	0.0016353	0.0017
0.00055	0.0016684	0.0019
0.0005625	0.0016413	0.0018
0.0006223	0.0015672	0.0013
0.0006723	0.0014781	0.0006
0.0007265	0.0013872	-0.0002
0.0007488	0.0013166	-0.0008
0.0007761	0.0012447	-0.0015
0.0007993	0.0011947	-0.002
0.0008078	0.0011662	-0.0026
0.0003652	0.00057925	-0.0013
0.0003652	0.00057925	-0.0013
0.0006065	0.0011684	-0.0021
0.0005275	0.0011723	-0.0016
0.0004528	0.001188	-0.0009
0.0004416	0.0011914	-0.0002
0.000449	0.0012108	0.0005
0.0004816	0.001272	0.001
0.0005374	0.0013319	0.0014
0.000614	0.0013785	0.0015
0.0007063	0.0014343	0.0015
0.0007973	0.0014961	0.0013
0.0008843	0.0015679	0.0008
0.00047145	0.0008083	0.0002
0.00047145	0.0008083	0.0002
0.0009368	0.0016315	0
0.0008888	0.0016374	-0.0002
0.0008409	0.0016291	-0.0003
0.0007669	0.0016005	-0.0002
0.0006792	0.0015767	0
0.0006213	0.0015482	0.0001
-0.0023029	0.0003806	-0.0163
0.0006563	0.0017749	0.0008
0.0006103	0.0016944	0.0007
0.0005946	0.0015333	0.0006
0.0005925	0.001334	0.0003
0.00094945	-0.00037495	0.00575
0.00094945	-0.00037495	0.00575
0.0013682	0.0024043	0.0035
0.0015	0.0024514	0.0037
0.0006082	0.0012282	-0.0007
0.0006365	0.001216	-0.0009
0.0006279	0.0011968	-0.001
0.0005956	0.001154	-0.0008
-0.0027091	-0.0011081	-0.0181
0.0005976	0.0011292	-0.0001
0.000628	0.0012626	0.0002
0.0006935	0.0013992	0.0002
0.0007491	0.0015154	0.0003
0.0013473	0.000983	0.0046
0.00040285	0.00080945	0.00035
0.00040285	0.00080945	0.00035
0.0008259	0.0015881	0.0007
0.0008612	0.0015297	0.0006
0.0009057	0.0014608	0.0003
0.0008947	0.0014097	0.0006
0.0008547	0.0013897	0.0012
0.0007941	0.0013886	0.0012
0.0007553	0.0014002	0.0012
0.0007333	0.0014091	0.001
0.0007281	0.001437	0.0008
0.0007203	0.0014696	0.0006
0.0007302	0.0014881	0.0002
0.0003778	0.00074335	0.00005
0.0003778	0.00074335	0.00005
0.0007473	0.0014519	0.0001
0.0007093	0.0013936	0.0001
0.0006575	0.0013448	0.0003
0.0006027	0.0012755	0.0003
0.0005542	0.0011671	0.0004
0.0005069	0.0010691	0.0005
0.0004398	0.0010257	0.0009
0.0004425	0.0010054	0.001
0.0004894	0.0010394	0.0008
0.000541	0.0011333	0.0007
0.0002622	0.0005651	0.0001
0.0002622	0.0005651	0.0001
0.0005412	0.0011653	-0.0002
0.0006098	0.0012418	-0.0009
0.0006802	0.0013074	-0.0015
0.0007323	0.001375	-0.0018
0.0007549	0.0014419	-0.0015
0.0007568	0.0014831	-0.0012
0.0007844	0.0015465	-0.0007
0.0008304	0.0016082	-0.0002
0.0008318	0.0016744	0.0003
0.0008271	0.0017067	0.0008
0.0007948	0.0017046	0.001
0.00039715	0.00083985	0.0004
0.00039715	0.00083985	0.0004
0.0007662	0.0016337	0.0008
0.0007196	0.0015592	0.0007
0.0006866	0.0014809	0.0006
0.0006902	0.0014066	0.0006
0.0007316	0.0013448	0.0004
0.0007768	0.0012999	0.0002
0.0007835	0.0012307	0.0001
0.0007707	0.0011574	0.0001
0.0006922	0.0011278	0.0005
0.0006097	0.0010932	0.0008
0.0005615	0.0010418	0.0008
0.00026595	0.0005118	0.00035
0.00026595	0.0005118	0.00035
0.0005357	0.001049	0.0002
0.0005108	0.0011324	-0.0001
0.0004958	0.0012138	-0.0004
0.0004818	0.0012911	-0.0006
0.0004555	0.001346	-0.0009
0.0004234	0.0013948	-0.001
0.0004162	0.001433	-0.0013
0.0004386	0.0014368	-0.0015
0.0004726	0.0014249	-0.0017
0.0005018	0.0013998	-0.0016
0.0005454	0.0013734	-0.0016
0.00029685	0.00066825	-0.0007
0.00029685	0.00066825	-0.0007
0.0005835	0.0013114	-0.001
0.000575	0.0013056	-0.0007
0.000594	0.0012911	-0.0007
0.0005586	0.0012959	-0.0002
0.0005713	0.0013141	-0.0002
0.0005843	0.0013403	0.0002
0.000595	0.0013573	0.0003
0.0005583	0.0013667	0.0005
0.0004921	0.0013814	0.0006
0.0004315	0.0014303	0.0008
0.0004052	0.0014909	0.0009
0.0004546	0.0015062	0.0007
0.0002405	0.0007485	0.00025
0.0002405	0.0007485	0.00025
0.0005247	0.0014469	0.0002
0.0005994	0.0013841	-0.0003
0.0006096	0.0013393	-0.0003
0.000593	0.0013045	-0.0002
0.0005961	0.0013003	-0.0002
0.000623	0.0013246	-0.0001
0.0006021	0.0013669	0
0.0005473	0.0014237	0.0003
0.0005169	0.0014697	0.0005
0.0005179	0.0014912	0.0006
0.00025535	0.00074965	0.00025
0.00025535	0.00074965	0.00025
0.0004986	0.0015114	0.0003
0.0005188	0.0015192	0.0003
0.0005374	0.0015	0.0002
0.0005591	0.0014694	0.0003
0.0006113	0.0014297	0.0001
0.0006581	0.0013586	-0.0001
0.0006872	0.0012951	-0.0003
0.0007014	0.0012521	-0.0004
0.000725	0.0012392	-0.0003
0.0007733	0.0012501	-0.0002
0.0007998	0.0012695	-0.0001
0.0003938	0.00064605	0.00005
0.0003938	0.00064605	0.00005
0.0007634	0.001318	0.0001
0.0007398	0.0013636	0
0.0007203	0.0014242	0
0.0007168	0.0015003	0.0002
0.0007152	0.0015536	0.0003
0.0007055	0.0015556	0.0005
0.0006822	0.0014936	0.0007
0.0006838	0.0014016	0.0006
0.000705	0.0012895	0.0004
0.0007381	0.0011902	-0.0001
0.0007465	0.0011427	-0.0006
0.0007361	0.0011364	-0.0011
0.0007338	0.001146	-0.0014
0.00037135	0.0005852	-0.00065
0.00037135	0.0005852	-0.00065
0.0007494	0.0011734	-0.0012
0.0007819	0.0011209	-0.0009
0.0007771	0.0011078	-0.0008
0.0007707	0.0011503	-0.0005
0.0007448	0.0012462	-0.0002
0.0007309	0.0013488	0.0002
0.0007208	0.0014394	0.0006
0.0006424	0.0015134	0.0011
0.0006342	0.0015357	0.001
0.0006555	0.0015338	0.0007
0.0003337	0.0007435	0.00015
0.0003337	0.0007435	0.00015
0.0006706	0.0014566	0.0003
0.0006486	0.0014572	0.0003
0.0006398	0.0014781	0.0003
0.0006755	0.0014942	0.0001
0.0006977	0.0014812	0
0.0006459	0.0014437	0.0002
0.000587	0.0013953	0.0003
0.0005768	0.0013717	0.0003
0.0005916	0.0013549	0.0002
0.0006171	0.0013339	-0.0001
0.0006498	0.0013412	-0.0001
0.0003354	0.00068395	0.00005
0.0003354	0.00068395	0.00005
0.0006694	0.0013896	0.0003
0.0006814	0.0013938	0.0003
0.0007126	0.0013854	0
0.000717	0.0013656	-0.0001
0.0006995	0.0013651	-0.0002
0.0007096	0.0013704	-0.0003
0.0007077	0.0013597	-0.0003
0.0006919	0.0013288	-0.0003
0.0006723	0.001301	-0.0004
0.0006287	0.0012788	-0.0005
0.0006047	0.0012708	-0.0004
0.0003056	0.00064015	-0.0002
0.0003056	0.00064015	-0.0002
0.0006463	0.0013003	-0.0003
0.000676	0.001321	-0.0003
0.0006798	0.0013438	-0.0001
0.0006679	0.001366	0.0002
0.000646	0.0013786	0.0005
0.0006386	0.0014143	0.0005
0.000635	0.0014653	0.0006
0.0006394	0.0014969	0.0005
0.0006628	0.0015213	0.0004
0.0006666	0.0015176	0.0003
0.00032855	0.00074135	0.00015
0.00032855	0.00074135	0.00015
0.0006365	0.0014177	0
0.0006273	0.0013648	-0.0002
0.0006129	0.0013502	-0.0004
0.0006322	0.0013425	-0.0003
0.0006329	0.0013316	-0.0002
0.0006197	0.0013182	0
0.0006262	0.001283	0
0.0006465	0.0012535	0
0.0006727	0.0012578	-0.0001
0.0007052	0.0013116	-0.0001
0.0007406	0.0013764	-0.0001
0.0007586	0.001399	0
0.0007563	0.0013937	-0.0001
0.00036775	0.0006778	-0.0001
0.00036775	0.0006778	-0.0001
0.0007085	0.0012964	-0.0003
0.0006741	0.0012777	-0.0004
0.000611	0.0012933	-0.0001
0.0005804	0.001341	-0.0001
0.0006064	0.0013717	-0.0001
0.000641	0.0014188	-0.0002
0.000656	0.0014317	-0.0003
0.0006539	0.001453	-0.0001
0.0006915	0.0014367	0
0.0007138	0.001421	-0.0001
0.00037085	0.00072225	-0.00005
0.00037085	0.00072225	-0.00005
0.0007535	0.0014642	0
0.0007684	0.0014786	0.0002
0.0007476	0.0014607	0.0005
0.0007091	0.0013814	0.0006
0.0006979	0.0013064	0.0005
0.0006524	0.0012046	0.0004
0.0005551	0.00114	0.0004
0.0005003	0.0011137	0.0005
0.0005184	0.001114	0.0003
0.0005452	0.0011499	0.0002
0.0005769	0.0012207	0.0002
0.0003003	0.00066125	0.00015
0.0003003	0.00066125	0.00015
0.0005987	0.0014066	0.0004
0.0006007	0.001442	0.0006
0.0006044	0.0014469	0.0007
0.0006101	0.001472	0.0009
0.0006198	0.0014802	0.0008
0.0006211	0.0014684	0.0008
0.0006107	0.0014361	0.0008
0.0006061	0.0014009	0.0006
0.0005705	0.0013747	0.0007
0.0005768	0.0013509	0.0004
0.0005954	0.0013316	0.0001
0.00030955	0.0006381	-0.0002
0.00030955	0.0006381	-0.0002
0.0006341	0.001229	-0.0007
0.0006393	0.0011834	-0.001
0.0006469	0.0011502	-0.0013
0.0006649	0.0011373	-0.0015
0.0006901	0.0011553	-0.0017
0.0006792	0.0011956	-0.0016
0.0006809	0.0012871	-0.0016
0.0007241	0.0013975	-0.0014
0.0007654	0.001479	-0.0012
0.0007934	0.0015483	-0.0009
0.0003872	0.0008151	-0.0001
0.0003872	0.0008151	-0.0001
0.0007588	0.0016708	0.0003
0.0007904	0.0016807	0.0003
0.0008062	0.0016837	0.0006
0.0008113	0.0016532	0.0007
0.0007956	0.0016049	0.0009
0.0007829	0.0015612	0.001
0.0007771	0.0015145	0.001
0.0007746	0.001467	0.0008
0.0008015	0.0014521	0.0006
0.0008138	0.0014573	0.0008
0.0008029	0.0014453	0.0011
0.0007858	0.0014201	0.0011
0.0003735	0.0006879	0.0007
0.0003735	0.0006879	0.0007
0.0006832	0.001334	0.0017
0.0006395	0.0013232	0.0019
0.0006323	0.001329	0.0019
0.0006559	0.0013502	0.0018
0.0006915	0.0013688	0.0013
0.0007136	0.0013815	0.0009
0.0007046	0.0013942	0.0006
0.0006688	0.001391	0.0004
0.0006416	0.0013856	0
0.0006515	0.0013825	-0.0005
0.0006638	0.0013852	-0.001
0.0003257	0.0007084	-0.0006
0.0003257	0.0007084	-0.0006
0.0006275	0.0014632	-0.0014
0.0006192	0.0014867	-0.0013
0.0006383	0.0014785	-0.0016
0.0006488	0.0014468	-0.0016
0.0006132	0.0014122	-0.0015
0.0005565	0.001378	-0.0012
0.0005259	0.0013533	-0.0008
0.00053	0.0013576	-0.0006
0.0005551	0.001364	-0.0007
0.0005847	0.001359	-0.0007
0.0006024	0.0013515	-0.0005
0.0003035	0.0006742	-0.0002
0.0003035	0.0006742	-0.0002
0.000592	0.0013379	-0.0003
0.0005826	0.0013074	-0.0003
0.0005746	0.0012822	-0.0005
0.0005699	0.0012928	-0.0003
0.000551	0.0013177	-0.0001
0.0005324	0.0013146	0.0003
0.0005266	0.0012844	0.0006
0.000509	0.0012567	0.0007
0.0005238	0.00129	0.0009
0.0005831	0.0013704	0.0009
0.0006556	0.00146	0.001
0.0003594	0.000765	0.00065
0.0003594	0.000765	0.00065
0.0007752	0.0015715	0.0013
0.0008309	0.0015791	0.0013
0.0008474	0.0015592	0.0012
0.0008408	0.0015286	0.0012
0.0008189	0.0015078	0.0009
0.0008181	0.0014975	0.0007
0.0008401	0.0014997	0.0003
0.0008555	0.0014945	0
0.0008683	0.0014944	-0.0004
0.0008564	0.0014747	-0.0008
0.0004126	0.0007129	-0.00045
0.0004126	0.0007129	-0.00045
0.0007835	0.001379	-0.0009
0.0007863	0.0013539	-0.0009
0.0008172	0.0013417	-0.0008
0.0008295	0.0013249	-0.0005
0.0007791	0.0012896	-0.0001
0.0006995	0.0012275	0.0005
0.0006531	0.0011712	0.0008
0.0006251	0.001147	0.001
0.000594	0.0011627	0.001
0.0005481	0.0012058	0.0012
0.0004722	0.001252	0.0014
0.0001958	0.00062935	0.00085
0.0001958	0.00062935	0.00085
0.0003542	0.0012839	0.0019
0.0004007	0.0013293	0.0018
0.0004101	0.0013771	0.0017
0.0004464	0.0014409	0.0014
0.0004998	0.0015028	0.0012
0.0005976	0.0015534	0.0006
0.0007222	0.001601	0.0002
0.0008034	0.0015998	-0.0003
0.0008114	0.0015509	-0.0005
0.000759	0.0014588	-0.0005
0.0006725	0.0013694	0
0.0005821	0.0013198	0.0005
0.0002548	0.0006576	0.00045
0.0002548	0.0006576	0.00045
0.0004568	0.0013351	0.001
0.0004363	0.0013581	0.001
0.0004698	0.0014185	0.0008
0.0005384	0.0014573	0.0005
0.0005495	0.0014655	0.0003
0.0005461	0.0014659	0.0003
0.0005867	0.0014579	-0.0002
0.0006635	0.0014782	-0.0006
0.0007356	0.0014629	-0.001
0.0007852	0.001441	-0.0013
0.0008165	0.0013701	-0.0015
0.0004322	0.00067285	-0.00095
0.0004322	0.00067285	-0.00095
0.0009304	0.0013382	-0.0022
0.0009718	0.0013416	-0.0025
0.0009639	0.0013596	-0.0025
0.0009512	0.0013853	-0.0023
0.0009256	0.0013989	-0.0022
0.0008752	0.001373	-0.002
0.0007785	0.0014191	-0.002
0.0007048	0.0014288	-0.0018
0.0006803	0.0014387	-0.0017
0.0006853	0.0014431	-0.0015
0.00071	0.0014632	-0.0013
0.0003838	0.00075985	-0.0006
0.0003838	0.00075985	-0.0006
0.0007597	0.0014959	-0.0011
0.0006785	0.0014541	-0.0007
0.0006187	0.0014246	-0.0001
0.000644	0.0014258	0.0001
0.0006689	0.0014197	0.0003
0.0006097	0.0014114	0.0008
0.0005471	0.0014055	0.0011
0.0004804	0.0013926	0.0015
0.0005083	0.0013977	0.0015
0.0005441	0.0013887	0.0012
0.0004919	0.0013462	0.0012
0.00023105	0.0006539	0.0005
0.00023105	0.0006539	0.0005
0.0004489	0.001272	0.0009
0.0006056	0.001281	0.0004
0.00068	0.001285	0.0002
0.0007058	0.0012758	0.0002
0.0006892	0.0012699	0.0004
0.000661	0.001258	0.0006
0.0007288	0.0012785	0.0005
0.0006874	0.0013073	0.0009
0.0006238	0.0013282	0.0014
0.0005571	0.001361	0.0018
0.0002634	0.0007029	0.001
0.0002634	0.0007029	0.001
0.0004573	0.0014419	0.0022
0.0004066	0.0014669	0.0024
0.0003618	0.0014648	0.0024
0.0003829	0.0014596	0.0021
0.0004305	0.001397	0.0016
0.0004664	0.0013572	0.0014
0.0004966	0.0013178	0.001
0.0005575	0.0012729	0.0005
0.0005884	0.0012311	0.0001
0.0006257	0.0012192	-0.0003
0.000581	0.0012124	-0.0002
0.0006659	0.0012517	-0.0007
0.0007642	0.0013131	-0.0011
0.0004258	0.00068315	-0.0007
0.0004258	0.00068315	-0.0007
0.0008262	0.0014114	-0.0011
0.0008191	0.0014263	-0.0009
0.0008631	0.0014049	-0.0011
0.0008876	0.0013953	-0.0012
0.0009198	0.0014589	-0.0013
0.0009528	0.0014987	-0.0016
0.0008695	0.0014507	-0.0014
0.0007917	0.0014105	-0.0015
0.0007318	0.0013656	-0.0019
0.0007114	0.001294	-0.0022
0.0003701	0.00061205	-0.0013
0.0003701	0.00061205	-0.0013
0.0007393	0.0011797	-0.0028
0.0007461	0.0012119	-0.0026
0.0007477	0.0013019	-0.0024
0.0007656	0.0014106	-0.0022
0.0007139	0.0014535	-0.0018
0.0007669	0.0014335	-0.0021
0.0007812	0.0014083	-0.0024
0.0007612	0.001383	-0.0024
0.000742	0.0013842	-0.0023
0.0007548	0.0014036	-0.0019
0.0007071	0.0013748	-0.0012
0.00034765	0.0006715	-0.00015
0.00034765	0.0006715	-0.00015
0.0006383	0.0012812	0.0005
0.0005985	0.0012186	0.0013
0.0006224	0.0011911	0.0017
0.0006444	0.0011626	0.002
0.0006728	0.0011645	0.002
0.000703	0.0011811	0.0019
0.0006874	0.0011682	0.0015
0.0006288	0.0012046	0.0016
0.0006041	0.0012192	0.0013
0.0005971	0.0012013	0.0009
0.0005831	0.0011727	0.0006
0.00030075	0.00058395	0.0001
0.00030075	0.00058395	0.0001
0.0006833	0.0011614	0.0001
0.0007719	0.0011436	0.0004
0.0008209	0.0011079	0.0009
0.0008148	0.0010558	0.0019
0.0007654	0.0009821	0.0027
0.0006988	0.0009213	0.0033
0.0006161	0.0009266	0.0036
0.0005219	0.0009662	0.0038
-0.0003852	0.0021405	0.0093
0.0002996	0.0013435	0.0056
0.000231	0.0014698	0.006
0.00009065	0.00080815	0.0032
0.00009065	0.00080815	0.0032
0.0002219	0.0016167	0.0061
0.00031	0.0016018	0.006
-0.0001967	0.0022126	0.0097
0.0003757	0.0015453	0.0062
0.0003965	0.0016618	0.0065
0.0005154	0.0017655	0.0061
0.0004823	0.0017354	0.0059
0.0004566	0.0016166	0.0059
0.0005129	0.0014845	0.0057
0.0005935	0.0013347	0.0055
0.0006262	0.0011486	0.0054
0.0006459	0.0010524	0.0055
0.00033135	0.00048475	0.00275
0.00033135	0.00048475	0.00275
0.0006288	0.0009253	0.0056
0.0005657	0.0009262	0.0057
0.0004568	0.000985	0.0056
0.0003013	0.0010413	0.0058
0.0001265	0.0010366	0.0059
-0.0000167	0.0009893	0.0062
-0.0000982	0.0009851	0.0066
-0.0001304	0.001044	0.0071
-0.0001281	0.0011338	0.0075
-0.0001055	0.0012209	0.0082
-0.00001745	0.0006516	0.0043
-0.00001745	0.0006516	0.0043
0.0000792	0.0013486	0.0088
0.0001918	0.0013498	0.0086
0.0002726	0.0012896	0.0079
0.0002975	0.0012143	0.0075
0.0002881	0.0011791	0.0076
0.0002486	0.0012022	0.0083
0.0002765	0.0012746	0.0084
0.0003287	0.0013783	0.0083
0.0003638	0.0014687	0.0081
0.0003773	0.0015287	0.0077
0.0003587	0.001545	0.0075
0.00015445	0.00078495	0.00355
0.00015445	0.00078495	0.00355
0.0002563	0.0016089	0.0066
0.0001947	0.0016507	0.0059
0.0001264	0.0016655	0.0051
0.0000724	0.0016382	0.0039
0.0000509	0.0015982	0.0027
0.0000626	0.0015663	0.0017
0.0001095	0.0015304	0.0009
